BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
3,BATH BEACH,44 CONDO PARKING                           ,4,6400,1120, ,RP,8732 BAY 16TH   STREET,P11,11214, -   , -   ,1, -   , -   ,0,4,RP, -   ,5/22/2017
3,BATH BEACH,44 CONDO PARKING                           ,4,6402,1016, ,RG,8696 18TH   AVENUE,P6,11214, -   , -   ,1, -   , -   ,0,4,RG, -   ,11/21/2017
3,BATH BEACH,44 CONDO PARKING                           ,4,6402,1017, ,RG,8696 18TH   AVENUE,P7,11214, -   , -   ,1, -   , -   ,0,4,RG, -   ,10/13/2017
3,BATH BEACH,44 CONDO PARKING                           ,4,6402,1216, ,RP,8750 18TH   AVENUE,P8,11214, -   , -   ,1, -   , -   ,2007,4,RP, -   ,2/6/2017
3,BATH BEACH,44 CONDO PARKING                           ,4,6412,1002, ,RP,2116 BENSON AVENUE,P2,11214, -   , -   ,1, -   , -   ,2006,4,RP, -   ,5/1/2017
3,BATH BEACH,44 CONDO PARKING                           ,4,6414,1044, ,RG,8686 BAY PARKWAY,P8,11214, -   , -   ,1, -   , -   ,0,4,RG, -   ,3/27/2017
3,BATH BEACH,44 CONDO PARKING                           ,4,6414,1052, ,RG,8686 BAY PARKWAY,P16,11214, -   , -   ,1, -   , -   ,0,4,RG, -   ,1/5/2018
3,BATH BEACH,44 CONDO PARKING                           ,4,6434,1002, ,RP,8807 BAY 16TH   STREET,P2,11214, -   , -   ,1, -   , -   ,0,4,RP,10,3/31/2017
3,BATH BEACH,44 CONDO PARKING                           ,4,6434,1012, ,RP,8803 BAY 16TH STREET,P6,11214, -   , -   ,1, -   , -   ,2007,4,RP, -   ,2/21/2017
3,BATH BEACH,44 CONDO PARKING                           ,4,6434,1029, ,RP,192 BAY 17TH   STREET,P14,11214, -   , -   ,1, -   , -   ,2007,4,RP, -   ,4/25/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5763,24, ,A5,842 67TH   STREET, ,11220,1, -   ,1,"2,000","1,905",1935,1,A5,"980,000",6/28/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5763,27, ,A5,848 67TH STREET, ,11220,1, -   ,1,"1,900","1,905",1935,1,A5,"1,065,000",4/17/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5763,39, ,A5,876 67TH   STREET, ,11220,1, -   ,1,"1,600","1,056",1935,1,A5, -   ,6/22/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5838,44, ,A1,6664 SEDGWICK PLACE, ,11220,1, -   ,1,"2,000","1,312",1925,1,A1,"990,000",8/22/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5841,34, ,A5,264 WAKEMAN PLACE, ,11220,1, -   ,1,845,892,1950,1,A5,"530,000",5/5/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5848,50, ,A4,6722 RIDGE BLVD, ,11220,1, -   ,1,"1,666","2,400",1910,1,A4, -   ,3/9/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5848,127, ,A4,150 67TH STREET, ,11220,1, -   ,1,"1,667","1,696",1899,1,A4,"1,190,000",6/13/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5852,28, ,A4,170 SENATOR ST, ,11220,1, -   ,1,"2,000","1,600",1905,1,A4, -   ,10/6/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5852,38, ,A9,6734 RIDGE BLVD., ,11220,1, -   ,1,"2,060","2,216",1905,1,A9, -   ,9/13/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5856,88, ,A5,541 68TH STREET, ,11220,1, -   ,1,"1,420","1,480",1915,1,A5, -   ,2/21/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5856,125, ,A5,6736 6 AVENUE, ,11220,1, -   ,1,"1,820","1,359",1925,1,A5, -   ,4/27/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5858,47, ,A5,731 68TH   STREET, ,11220,1, -   ,1,"1,467","1,192",1920,1,A5,"855,000",11/22/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5860,84, ,A5,72 68TH STREET, ,11220,1, -   ,1,"2,828","1,254",1925,1,A5,"1,300,000",10/31/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5860,115, ,A5,6814 COLONIAL ROAD, ,11220,1, -   ,1,"1,150","1,296",1925,1,A5, -   ,4/10/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5860,126, ,A5,6835 BLISS TERRACE, ,11220,1, -   ,1,"1,643","1,188",1925,1,A5, -   ,5/8/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5860,208, ,A5,6825 BLISS TERRACE, ,11220,1, -   ,1,"1,755","1,254",1925,1,A5,"1,100,000",2/6/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5861,106, ,A5,6815 BAY CLIFF TERRACE, ,11220,1, -   ,1,"1,465","1,140",1925,1,A5, -   ,10/18/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5862,87, ,A5,6821 MADELINE COURT, ,11220,1, -   ,1,"1,411","1,192",1925,1,A5,"890,000",4/3/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5862,88, ,A5,6819 MADELINE COURT, ,11220,1, -   ,1,"1,411","1,192",1925,1,A5,"900,000",7/14/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5865,18, ,A5,526 68TH   STREET, ,11220,1, -   ,1,"1,700","1,476",1905,1,A5, -   ,10/30/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5865,29, ,A5,6812 VISTA PLACE, ,11220,1, -   ,1,"1,560","1,248",1920,1,A5,"920,000",1/9/2018
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5865,58, ,A5,565 BAY RIDGE AVENUE, ,11220,1, -   ,1,"2,000","1,456",1930,1,A5,"886,000",9/20/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5874,27, ,A9,542 BAY RIDGE AVENUE, ,11220,1, -   ,1,"1,950","1,216",1920,1,A9, -   ,2/22/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5874,35, ,A9,562 BAY RIDGE AVE, ,11220,1, -   ,1,"1,958",992,1920,1,A9,"835,000",3/28/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5874,47, ,A5,6910 6TH AVENUE, ,11209,1, -   ,1,"1,158","1,088",1920,1,A5,"865,000",9/6/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5877,8, ,S1,6901 8TH AVENUE, ,11228,1,1,2,"1,207","2,400",1928,1,S1,"1,780,000",7/28/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5881,35, ,A5,31 MACKAY PLACE, ,11209,1, -   ,1,"1,130","1,296",1925,1,A5, -   ,3/20/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5882,47, ,A5,7003 LOUISE TERRACE, ,11209,1, -   ,1,945,"1,224",1925,1,A5,"1,055,000",5/18/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5887,19, ,A5,26 71ST STREET, ,11209,1, -   ,1,"2,000","1,520",1925,1,A5,"945,000",1/29/2018
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5889,35, ,A1,188 71ST STREET, ,11209,1, -   ,1,"4,000","2,660",1925,1,A1,"1,349,000",12/1/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5893,35, ,A1,556 OVINGTON AVENUE, ,11209,1, -   ,1,"2,492","1,620",1920,1,A1,"770,000",8/15/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5900,10, ,A5,7110 8 AVENUE, ,11228,1, -   ,1,"1,225","1,024",1925,1,A5,"900,000",10/3/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5905,11, ,A5,70 72ND STREET, ,11209,1, -   ,1,"1,500","2,035",1925,1,A5, -   ,6/27/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5912,26, ,A4,846 72ND   STREET, ,11228,1, -   ,1,"2,000","1,400",1925,1,A4,"761,250",9/18/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5916,29, ,A5,172 73RD   STREET, ,11209,1, -   ,1,"1,967","1,368",1925,1,A5, -   ,12/29/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5916,34, ,A5,182 73RD STREET, ,11209,1, -   ,1,"1,967","1,264",1925,1,A5,"1,037,500",7/25/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5919,50, ,A5,469 74TH   STREET, ,11209,1, -   ,1,"2,074","1,332",1925,1,A5, -   ,5/25/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5928,49, ,A1,269 BAY RIDGE PARKWAY, ,11209,1, -   ,1,"3,760","2,464",1930,1,A1,"800,000",11/30/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5930,26, ,A4,456 74TH STREET, ,11209,1, -   ,1,"1,887","2,640",1899,1,A4,"1,500,000",8/21/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5930,75, ,S1,435 BAY RIDGE PARKWAY, ,11209,1,1,2,"1,658","2,300",1899,1,S1, -   ,10/18/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5938,6, ,A9,7509 COLONIAL ROAD, ,11209,1, -   ,1,"1,880","1,184",1925,1,A9,"1,100,000",11/10/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5941,21, ,A4,436 BAY RIDGE PARKWAY, ,11209,1, -   ,1,"2,000","1,980",1910,1,A4, -   ,10/12/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5941,33, ,S1,464 BAY RIDGE PARKWAY, ,11209,1,1,2,"2,000","2,642",1910,1,S1,"210,000",4/5/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5941,72, ,A5,425 76TH   STREET, ,11209,1, -   ,1,"1,800","1,744",1925,1,A5,"1,100,000",4/6/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5942,56, ,A4,579 76TH   STREET, ,11209,1, -   ,1,"2,000","1,720",1905,1,A4,"1,030,000",4/27/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5947,6, ,A1,7611 NARROWS AVENUE, ,11209,1, -   ,1,"2,800","1,464",1925,1,A1, -   ,10/18/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5947,24, ,A5,66 76TH   STREET, ,11209,1, -   ,1,"2,569","1,662",1935,1,A5,"995,000",12/29/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5948,51, ,A9,167 77TH   STREET, ,11209,1, -   ,1,"3,280","1,620",1920,1,A9,"700,000",12/27/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5949,66, ,A1,237 77TH STREET, ,11209,1, -   ,1,"5,467","3,296",1910,1,A1,"2,000,000",10/16/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5950,70, ,S1,341 77TH STREET, ,11209,1,1,2,"2,988","1,739",1905,1,S1,"1,200,000",6/16/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5951,24, ,A9,438 76TH STREET, ,11209,1, -   ,1,"1,667","1,420",1910,1,A9, -   ,3/13/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5956,41, ,A1,7726 NARROWS AVENUE, ,11209,1, -   ,1,"3,025","1,472",1925,1,A1,"1,337,500",7/11/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5957,3, ,A9,7719 NARROWS AVENUE, ,11209,1, -   ,1,"2,100","1,376",1930,1,A9, -   ,9/25/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5957,26, ,A1,68 77TH STREET, ,11209,1, -   ,1,"3,389","1,700",1925,1,A1, -   ,6/14/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5957,32, ,A5,82 77TH   STREET, ,11209,1, -   ,1,"2,624","1,700",1925,1,A5,"1,050,000",6/30/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5957,68, ,A9,61 78TH STREET, ,11209,1, -   ,1,"2,296","1,472",1925,1,A9,"1,150,000",10/24/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5962,25, ,A5,542 77TH STREET, ,11209,1, -   ,1,"1,942","1,534",1920,1,A5,"850,000",8/25/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5962,31, ,A5,556 77TH   STREET, ,11209,1, -   ,1,"2,000","1,480",1920,1,A5,"1,100,000",9/25/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5962,33, ,A5,560 77TH STREET, ,11209,1, -   ,1,"2,000","1,600",1920,1,A5, -   ,8/17/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5963,25, ,A5,646 77TH STREET, ,11209,1, -   ,1,"2,000","1,660",1899,1,A5, -   ,3/5/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5963,28, ,A5,654 77TH STREET, ,11209,1, -   ,1,"2,000","1,670",1899,1,A5,"985,000",12/6/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5963,74, ,A5,625 78TH STREET, ,11209,1, -   ,1,"1,950","1,216",1915,1,A5,"596,396",5/19/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5966,14, ,A1,60 78TH STREET, ,11209,1, -   ,1,"2,700","1,361",1925,1,A1, -   ,8/21/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5967,56, ,A1,173 79TH STREET, ,11209,1, -   ,1,"2,870","1,686",1925,1,A1,"1,390,000",3/17/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5967,70, ,A1,129 79TH   STREET, ,11209,1, -   ,1,"3,007","1,873",1925,1,A1,"1,500,000",4/21/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5968,16, ,A1,218 78TH STREET, ,11209,1, -   ,1,"2,733","2,045",1998,1,A1,"1,350,000",7/26/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5968,65, ,A1,243 79TH   STREET, ,11209,1, -   ,1,"4,373","2,252",1920,1,A1, -   ,1/26/2018
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5969,31, ,A5,356 78TH STREET, ,11209,1, -   ,1,"2,187","1,320",1925,1,A5,"950,000",10/18/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5975,13, ,A1,8 79TH   STREET, ,11209,1, -   ,1,"2,508","1,616",1930,1,A1,"920,000",10/20/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5975,88, ,A3,8009 HARBOR VIEW TERRACE, ,11209,1, -   ,1,"4,200","3,110",1925,1,A3,"2,950,000",4/5/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5975,118, ,A3,8070 NARROWS AVE, ,11209,1, -   ,1,"10,000","5,894",2014,1,A3, -   ,8/15/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5975,137, ,A3,8060 HARBOR VIEW TERRACE, ,11209,1, -   ,1,"4,000","1,976",1935,1,A3, -   ,2/17/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5975,155, ,A3,8019 HARBOR VIEW TERRACE, ,11209,1, -   ,1,"4,265","3,280",1930,1,A3, -   ,2/21/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5975,170, ,A3,8053 HARBOR VIEW TERRACE, ,11209,1, -   ,1,"7,033","2,943",1930,1,A3,"3,000,000",6/28/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5975,248, ,A3,8029 HARBOR VIEW TERRACE, ,11209,1, -   ,1,"4,300","3,250",1930,1,A3, -   ,9/13/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5976,47, ,A5,7912 COLONIAL ROAD, ,11209,1, -   ,1,"2,502","2,900",1960,1,A5, -   ,12/8/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5977,23, ,A9,156 79TH STREET, ,11209,1, -   ,1,"2,305","1,408",1925,1,A9,"1,020,000",8/30/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5979,44, ,A1,7910 4TH AVENUE, ,11209,1, -   ,1,"3,000","2,282",1925,1,A1,"1,745,000",11/2/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5979,69, ,A1,335 80TH STREET, ,11209,1, -   ,1,"2,187","1,408",1925,1,A1,"1,100,000",7/28/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5980,39, ,A1,476 79TH STREET, ,11209,1, -   ,1,"4,000","1,872",1925,1,A1, -   ,12/18/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5982,10, ,A5,7905 6 AVENUE, ,11209,1, -   ,1,"1,463","1,192",1925,1,A5, -   ,3/16/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5985,72, ,A3,75 81ST STREET, ,11209,1, -   ,1,"6,560","3,040",1925,1,A3,"3,375,000",9/7/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5986,37, ,A1,190 80TH   STREET, ,11209,1, -   ,1,"3,644","1,708",1920,1,A1,"1,600,000",5/4/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5986,66, ,A1,157 81ST   STREET, ,11209,1, -   ,1,"2,788","1,392",1920,1,A1, -   ,2/23/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5990,62, ,A5,553 81ST STREET, ,11209,1, -   ,1,"2,275","1,957",1915,1,A5,10,5/25/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5990,62, ,A5,553 81ST   STREET, ,11209,1, -   ,1,"2,275","1,957",1915,1,A5,10,5/8/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5994,64, ,A1,75 82ND STREET, ,11209,1, -   ,1,"6,560","4,110",1920,1,A1,"3,527,000",1/26/2018
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5995,67, ,A1,149 82ND   STREET, ,11209,1, -   ,1,"5,467","2,978",1910,1,A1, -   ,6/28/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5997,16, ,A5,320 81ST STREET, ,11209,1, -   ,1,"3,280","1,280",1920,1,A5,"930,000",8/14/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5997,25, ,A5,342 81ST STREET, ,11209,1, -   ,1,"2,187","1,328",1920,1,A5, -   ,4/11/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5997,63, ,A5,347 82ND STREET, ,11209,1, -   ,1,"1,941","1,939",1920,1,A5,"972,500",12/19/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6004,28, ,A3,96 82ND   STREET, ,11209,1, -   ,1,"7,500","2,868",1910,1,A3, -   ,4/18/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6004,38, ,A3,116 82ND STREET, ,11209,1, -   ,1,"4,266","2,160",1910,1,A3,"2,200,000",4/27/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6004,40, ,A3,8210 COLONIAL ROAD, ,11209,1, -   ,1,"4,266","2,160",1910,1,A3,"2,300,000",1/23/2018
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6005,66, ,A1,127 83RD   STREET, ,11209,1, -   ,1,"4,000","2,283",1920,1,A1,"1,750,000",10/2/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6006,22, ,A1,242 82ND   STREET, ,11209,1, -   ,1,"6,000","3,784",1899,1,A1,"2,200,000",1/5/2018
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6010,60, ,A5,671 83RD STREET, ,11228,1, -   ,1,"1,933","1,368",1925,1,A5, -   ,12/19/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6015,3, ,A1,8317 COLONIAL ROAD, ,11209,1, -   ,1,"3,800","2,372",1925,1,A1,"2,150,000",8/23/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6028,29, ,A5,654 84TH STREET, ,11228,1, -   ,1,"3,090","1,280",1915,1,A5, -   ,8/9/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6028,66, ,A5,667 85TH STREET, ,11228,1, -   ,1,"1,950","1,368",1915,1,A5, -   ,7/8/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6031,55, ,A5,75 86TH   STREET, ,11209,1, -   ,1,"3,614","2,193",1920,1,A5,"1,400,000",2/3/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6031,65, ,A5,51 86TH   STREET, ,11209,1, -   ,1,"3,836","3,034",1920,1,A5,"1,432,000",1/3/2018
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6031,66, ,A5,49 86TH STREET, ,11209,1, -   ,1,"3,565","2,193",1920,1,A5,"1,200,000",10/16/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6032,1, ,A3,8525 COLONIAL ROAD, ,11209,1, -   ,1,"4,187","1,774",1910,1,A3,"2,100,000",4/13/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6032,72, ,A2,123 86TH   STREET, ,11209,1, -   ,1,"2,503","1,386",1910,1,A2,"725,000",4/6/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6033,34, ,A1,262 85TH STREET, ,11209,1, -   ,1,"4,956","1,608",1905,1,A1,"1,770,000",2/1/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6035,37, ,A5,472 85TH   STREET, ,11209,1, -   ,1,"2,133","1,632",1925,1,A5, -   ,10/17/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6041,15, ,A5,54 86TH STREET, ,11209,1, -   ,1,"2,492","1,496",1925,1,A5,"1,075,000",11/8/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6041,17, ,A5,58 86TH   STREET, ,11209,1, -   ,1,"2,500","1,496",1925,1,A5,"1,050,000",3/10/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6041,26, ,A5,76 86TH   STREET, ,11209,1, -   ,1,"2,500","1,496",1925,1,A5,"946,972",9/15/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6044,30, ,A5,354 86TH STREET, ,11209,1, -   ,1,"1,917","1,633",1925,1,A5,"870,000",3/28/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6044,30, ,A5,354 86TH   STREET, ,11209,1, -   ,1,"1,917","1,633",1925,1,A5, -   ,3/7/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6044,63, ,A5,337 87TH STREET, ,11209,1, -   ,1,"2,000","2,040",1925,1,A5, -   ,6/12/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6044,68, ,A5,325 87TH   STREET, ,11209,1, -   ,1,"2,000","2,007",1910,1,A5,"1,180,000",7/7/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6046,21, ,A2,72 87TH STREET, ,11209,1, -   ,1,"5,000","2,787",1955,1,A2,"2,225,000",12/19/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6048,57, ,A1,219 88TH STREET, ,11209,1, -   ,1,"2,500","1,184",1960,1,A1,"915,000",10/20/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6052,1, ,A5,47 GELSTON AVENUE, ,11209,1, -   ,1,"1,673","2,376",1910,1,A5, -   ,9/6/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6055,2, ,A5,37 DAHLGREN PL, ,11228,1, -   ,1,946,"1,044",1925,1,A5, -   ,12/6/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6055,4, ,A5,31 DAHLGREN PLACE, ,11228,1, -   ,1,946,"1,044",1925,1,A5,"700,000",3/31/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6055,41, ,A1,633 88TH   STREET, ,11228,1, -   ,1,"3,470","1,192",1925,1,A1,"750,000",6/13/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6059,21, ,A9,66 88TH STREET, ,11209,1, -   ,1,"3,000","1,656",1925,1,A9, -   ,2/8/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6059,38, ,A3,8824 COLONIAL ROAD, ,11209,1, -   ,1,"2,550","2,228",1925,1,A3, -   ,3/7/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6059,38, ,A3,8824 COLONIAL ROAD, ,11209,1, -   ,1,"2,550","2,228",1925,1,A3, -   ,3/4/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6059,43, ,A9,79 89TH   STREET, ,11209,1, -   ,1,"2,000","1,336",1925,1,A9, -   ,5/2/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6060,61, ,A5,129 89TH   STREET, ,11209,1, -   ,1,"2,000","1,436",1915,1,A5, -   ,9/11/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6062,13, ,A5,320 88TH STREET, ,11209,1, -   ,1,"2,000","1,280",1920,1,A5,"400,000",11/29/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6063,4, ,A5,8915 RIDGE BOULEVARD, ,11209,1, -   ,1,"1,800","1,560",1920,1,A5,"1,225,000",9/1/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6063,5, ,A5,8913 RIDGE BOULEVARD, ,11209,1, -   ,1,"1,800","1,560",1920,1,A5,"1,340,000",3/1/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6069,53, ,A5,573 90TH   STREET, ,11209,1, -   ,1,"1,000","1,160",1940,1,A5, -   ,12/13/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6078,26, ,A3,8915 SHORE ROAD, ,11209,1, -   ,1,"4,200","3,002",1925,1,A3,"1,430,000",12/15/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6078,43, ,A5,8902 SHORE COURT, ,11209,1, -   ,1,"1,974","1,424",1925,1,A5,"1,110,000",10/10/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6078,136, ,A1,11 COLONIAL GARDENS, ,11209,1, -   ,1,"2,100","1,200",1925,1,A1, -   ,3/24/2017
